id,decision,status,objective,candidateObjective,mapping,originalDomain,domain,question,reason,reference,reviewedAt
"504","corregir","verified","5.1","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","Which clause requests copying explicit privileges other than OWNERSHIP when cloning a table?","Reformulado para corregir alcance, ambigüedad o datos desactualizados; respuesta contrastada.","https://docs.snowflake.com/en/sql-reference/sql/create-clone","2026-09-21"
"505","conservar_revisada","verified","4.1","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What common query issues can be identified using the Query Profile? (Choose two.)","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/user-guide/ui-snowsight-activity","2026-09-21"
"506","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What is used to extract the content of PDF files stored in Snowflake stages?","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/user-guide/unstructured-data-java#process-a-pdf-with-a-udf-and-procedure",""
"507","duplicado","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What is used to extract the content of PDF files stored in Snowflake stages?","Mismo enunciado, opciones y respuestas que 506 (ignorando orden).","https://docs.snowflake.com/en/user-guide/unstructured-data-java#process-a-pdf-with-a-udf-and-procedure",""
"508","apartar","quarantine","","2.1","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","What happens when a database is cloned?","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/user-guide/object-clone#access-control-privileges-for-cloned-objects",""
"509","conservar_revisada","verified","4.1","","editorial","Arquitectura y Data Cloud","Rendimiento, Consultas y Transformacion","What does a Query Profile provide in Snowflake?","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/user-guide/ui-snowsight-activity","2026-09-21"
"510","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","When executing a COPY INTO command, performance can be negatively affected by using which optional parameter on a large number of files?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-load-considerations-load","2026-09-21"
"511","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which URL type should be used to get a permanent URL to a file in a stage?","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/user-guide/unstructured-intro#types-of-urls-available-to-access-files",""
"512","apartar","quarantine","","","provisional","Gestion de cuenta y Gobernanza","Arquitectura y Data Cloud","Which operation will produce an error in Snowflake?","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/sql-reference/constraints-overview.html#not-null-constraint",""
"513","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","How are URLs that access unstructured data in external stages retrieved?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-load-dirtables-query","2026-09-21"
"514","conservar_revisada","verified","1.4","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","What is the Snowflake multi-clustering feature for virtual warehouses used for?","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/user-guide/warehouses-multicluster","2026-09-21"
"515","apartar","quarantine","","4.2","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which features could be used to improve the performance of queries that return a small subset of rows from a large table? (Choose two.)","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/user-guide/tables-clustering-micropartitions.html",""
"516","conservar_revisada","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which command would return an empty sample?","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/sql-reference/constructs/sample","2026-09-21"
"517","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What Snowflake function should be used to unload relational data to JSON?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/user-guide/data-unload-considerations","2026-09-21"
"518","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Floating point values are truncated when unloaded to which file format?","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/user-guide/data-unload-considerations.html",""
"519","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which levels can apply network policies? (Choose two.)","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/user-guide/network-policies.html",""
"520","corregir","verified","5.2","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","A provider drops a shared table and recreates it as a new object without restoring SELECT to the share. What can happen?","Reformulado para corregir alcance, ambigüedad o datos desactualizados; respuesta contrastada.","https://docs.snowflake.com/en/user-guide/data-sharing-intro","2026-09-21"
"521","conservar_revisada","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","How can an administrator check for updates (for example, SCIM API requests) sent to Snowflake by the identity provider?","Enunciado, alternativas y clave contrastados; explicación actualizada.","https://docs.snowflake.com/en/sql-reference/functions/rest_event_history","2026-09-21"
"522","apartar","quarantine","","4.4","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","A Snowflake user is writing a User-Defined Function (UDF) with some unqualified object names. How will those object names be resolved during execution?","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/sql-reference/name-resolution#name-resolution-in-queries",""
"523","conservar_revisada","verified","1.4","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","Why should a user select the economy scaling policy for a multi-cluster warehouse?","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/user-guide/warehouses-multicluster","2026-09-21"
"524","apartar","quarantine","","3.3","provisional","Gestion de cuenta y Gobernanza","Carga, Descarga y Conectividad","What MINIMUM privilege is required on the external stage for any role in the GET REST API to access unstructured data files using a file URL?","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/user-guide/data-load-snowpipe-rest-apis.html",""
"525","conservar_revisada","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which view in SNOWFLAKE.ACCOUNT_USAGE shows from which IP address a user connected to Snowflake?","Enunciado, opciones y clave revisados; explicación sustituida por una nota contrastada.","https://docs.snowflake.com/en/sql-reference/account-usage/login_history","2026-09-21"
"526","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Snowflake Partner Connect is limited to users with a verified email address and which role?","Apartada tras cribado: posible clave o generalización incorrecta, dependencia de interfaz/versión, o condiciones insuficientes. Requiere validación individual.","https://docs.snowflake.com/en/user-guide/partner-connect.html",""
